rawg_id,rawg_slug,name,release_date,genres,tags,ratings,platforms,esrb,metacritic,description,_name,rating_score,category,source,name_key,estimated_downloads
941534,mortal-sin,Mortal Sin,2025-08-28,Indie|Action|RPG,Singleplayer|Для одного игрока|Экшен|Steam Achievements|Инди|Full controller support|RPG|Ролевая игра|От первого лица|First-Person|Horror|Мясо|Gore|Насилие|Violent|Ранний доступ|Early Access|Слэшер|Hack and Slash|Тёмное фэнтези|Dark Fantasy|Рогалик|Roguelike|Упрощённый рогалик|Roguelite|Dungeon Crawler|Процедурная генерация|Loot|Procedural Generation|Лут|Action Roguelike|Экшен-рогалик|Подземелья,3.83,PC,Unknown,,"Deep And Rewarding Melee Combat
Fluid melee combat is at the heart of this roguelike. Each hit of your weapon, fists and magic will cause devastating wounds to your opponents as limbs fly and blood splatters against the walls. Attacks can be instantly linked into each other for seamless, free-flowing gameplay.
Endless Replayability
Procedurally generated levels levels and loot ensure no run is ever the same. Unlock special classes that provide unique playstyles, such as the spell slinging Mage, dexterous Monk, or giant sword wielding Berserker!
Embrace your immortality, keep on fighting and you may yet find absolution!",Mortal Sin,76.6,Fighting Game,rawg,mortal sin,
996616,ninja-gaiden-4,Ninja Gaiden 4,2025-10-21,Adventure|Action,Singleplayer|Для одного игрока|Экшен|Приключение|От третьего лица|Third Person|Сложная|Gore|Difficult|Насилие|Violent|Action-Adventure|Слэшер|Hack and Slash|Приключенческий экшен|3D|Киберпанк|Cyberpunk|Похожа на Dark Souls|Ниндзя|Souls-like|Ninja|Character Action Game|Яркий главный герой|Зрелищные сражения|Spectacle fighter|Сцены жестокости|单人|Steam 成就|Steam 云|adventure-games|完全支持控制器|家庭共享|hack--slash|环绕声|Steam 集换式卡牌|可选颜色|自定义音量控制|立体声,4.07,PC|Xbox Series S/X,Unknown,,"The definitive ninja hack & slash franchise returns with NINJA GAIDEN 4! Embark on a cutting-edge adventure where legacy meets innovation in this high-octane blend of style and no-holds-barred combat.

Return of the Legend: Experience a return to the intense, high-speed combat that established NINJA GAIDEN as a premier action game series. Prepare for a legacy reborn with captivating style for a new generation of players.

Epic Hack and Slash Combat, Evolved: NINJA GAIDEN 4 fuses Team NINJA’s tempered combat philosophy with the stylish, dynamic action gameplay of PlatinumGames. Engage in visually stunning combat that rewards precision and strategy. Use Bloodbind Ninjutsu to transform your weapons and unleash devastation upon your enemies, alongside legacy techniques like the Izuna Drop and Flying Swallow. The legendary Ryu Hayabusa also returns with a revamped yet familiar set of tools to master.  With a customizable player experience, NINJA GAIDEN 4 will push action game veterans to their limits while allowing newcomers to enjoy a heart-pounding adventure full of twists and turns.

An Ancient Enemy Returns: An endless rain of miasma hangs over a near-future Tokyo in the wake of an ancient enemy’s resurrection. The fate of the city lies in the hands of young ninja prodigy, Yakumo. Fighting his way through cybernetic ninja soldiers and otherworldly creatures, Yakumo must reconcile a destiny he shares with the legendary Ryu Hayabusa himself and free Tokyo from the ancient curse that brought the city to its knees.",Ninja Gaiden 4,81.4,Fighting Game,rawg,ninja gaiden 4,
998976,one-iced-latte-with-your-breast-milk-please,"One Iced Latte With Your Breast Milk, Please! ☕",2025-03-05,Casual|Indie|Adventure|Simulation,Singleplayer|Steam Achievements|Steam Cloud|Глубокий сюжет|Story Rich|2D|Смешная|Funny|Юмор|Comedy|Аниме|Anime|Нагота|Nudity|Милая|Решения с последствиями|Цветастая|Тайна|Cute|Mystery|Choices Matter|Colorful|Расслабляющая|Менеджмент|Multiple Endings|Визуальная новелла|Management|Visual Novel|Relaxing|Эмоциональная|Экономика|Romance|Economy|Симулятор свиданий|Emotional|Dating Sim|Family Sharing|Несколько концовок|Капитализм|Тайм-менеджмент|Capitalism|Романтика|Time Management,4.43,PC,Unknown,,"One very hot day, Katsuki-kun walks into an inconspicuous coffee shop called Milk Milk Coffee. There he meets the charming busty barista Moka-chan. Having fallen in love with her at first sight, out of excitement he asks for coffee with... breast milk. After this, his life will completely change!Brew a lot of coffee!Experiment with drinks!Build relationships with beautiful baristas!Increase the popularity of the coffee shop!「キミのブレストミルクのアイスラテを一つ下さい!」 2025 EX-LIZZARD DEVS","One Iced Latte With Your Breast Milk, Please! ☕",88.6,Independent Game,rawg,"one iced latte with your breast milk, please! ☕",
1008671,peak-3,PEAK.,2025-06-17,Adventure,,4.08,PC,Unknown,,"PEAK is a co-op climbing game made together with Aggro Crab where the slightest mistake can spell your doom. Either solo or as a group of lost nature scouts, your only hope of rescue from a mysterious island is to scale the mountain at its center. Do you have what it takes to reach the PEAK?",PEAK.,81.6,Multiplayer,rawg,peak.,
1003477,roadcraft-2,RoadCraft,2025-05-20,Adventure|Simulation,Singleplayer|Приключение|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Для нескольких игроков|Co-op|cooperative|Симулятор|Online Co-Op|Exploration|Контроллер|Controller|Cross-Platform Multiplayer|Реализм|3D|Realistic|Физика|Physics|Строительство|Building|Steam Trading Cards|Строительство базы|Driving|Вождение|Исследования|Base Building|Destruction|Разрушения|Family Sharing|Immersive Sim|Сетевой кооператив|nature|Modern|Современность|Иммерсивный симулятор|Природа|Automation|Автосимулятор|Automobile Sim|transportation|Транспорт|Автоматизация,3.5,PC|PlayStation 5|Xbox Series S/X,Unknown,,"REBUILD EDITIONGet the Rebuild Edition of RoadCraft and receive the following content:   The base game The Rebuild Expansion, which includes 2 maps filled with new contracts, activities, and utility vehicles *The Invictus Type A, a powerful and unique scout vehicle, available at launch ** * Content coming after the game's release. More information coming soon.**Available on release.
About the GameAs the leader of a company specialized in restoring sites devastated by natural disasters, use your construction machinery to restart the local industry. Clear debris and faulty equipment, rebuild roads and bridges damaged by weather, and much more! You run a disaster recovery company, specialized in restoring sites devastated by natural disasters. Numerous tasks await you and your heavy machinery as you work to restart the local industry: clearing debris, replacing faulty equipment, rebuilding roads and bridges damaged by bad weather, deploying resource convoys to produce new reconstruction materials, and much more!Experience a new generation of simulation with the brand new engine developed by Saber Interactive, the creators of MudRunner and SnowRunner. Handle each object with realistic physics, accounting for their mass and size. Interact with elements like sand, wood, and asphalt. Reshape the terrain and ease the movement of your vehicles thanks to your newly-built roads.Each machine has its own behavior. Use your bulldozer to clear obstructions, your heavy transporter to carry multiple vehicles, or your fixed or gantry cranes to lift containers and equipment. Reconnect a factory to the power grid with your cable layer, lay down hot asphalt with your paver, and flatten it with your roller to create your own roads. Unlock over 40 vehicles as you progress through the story-driven campaign. Visit your garage to customize your machines with your company’s logo and repaint them with your personalized colors.Disasters have caused chaos, cutting off access to many affected areas. You are the last hope to brave these extreme conditions. Whether in the mountains, the heart of the desert, or by the sea, your expertise is needed around the globe! Explore 8 unique maps, each 4 km², with their own biomes and buildings. Choose your itinerary through abandoned factories, submerged dams, or out-of-service solar fields. Search every corner to achieve your goals, and secure new contracts to earn additional funds and XP.Collect remnants of wood, steel, and cement and transform them into components in your recycling plants, every piece of debris can be used for reconstruction! Supply factories and sand quarries to produce resources in bulk. As the operations manager, guide your transport trucks by plotting their routes on the map and ensure no obstacles block their way!The world of RoadCraft offers a multitude of activities. Why not complete them with your friends? Set up a co-op session for up to 4 players. Divide tasks or focus together on a single objective. Combine your strengths and ingenuity to find solutions, even the most unexpected ones.",RoadCraft,70.0,Mobile Game,rawg,roadcraft,
1012586,rv-there-yet,RV There Yet?,2025-10-21,Indie|Adventure|Action,Экшен|Приключение|Инди|Multiplayer|Steam Cloud|Atmospheric|Для нескольких игроков|Co-op|cooperative|Казуальная игра|От первого лица|First-Person|Horror|Смешная|Online Co-Op|Funny|Exploration|Кастомизация персонажа|Character Customization|3D|Физика|Physics|Атмосферная|Стилизация|Driving|Вождение|Stylized|Исследования|Похожа на Dark Souls|Family Sharing|Souls-like|Сетевой кооператив|Offroad|Бездорожье,4.17,PC,Unknown,,"DRIVE HOMEYou and your buddies are on your way home from a relaxing vacation but are forced to take an alternate route. Get your RV through the back country and find the exit to Route 65.SURVIVE MABUTTS VALLEY Not everyone who enters Mabutts Valley makes it out alive. So be sure to keep a steady flow of burgers, antidotes, and the classic: EpiPens.WINCH IT GOODMaster the physics based winch and earn the right to be the main remote commander. With a winch front and rear, your RV is especially equipped to get over, under or through most road bumps.HELP YOURSELF, AND EACH OTHERHelp yourself to cold brewskis and filtered low tar cigarettes, but don’t forget that the driver will have a hard time completing this journey alone. A SCRAPPY BUNCHUse everything you find to maintain the integrity of your RV and friendships.Features:Drive one RV together with up to 4 playersWinchOne mapProximity ChatOnline co-opHatsGrill frozen meat pattiesSmoke Cigarettes",RV There Yet?,83.4,Sports/Racing Game,rawg,rv there yet?,
1000049,schedule-i,Schedule I,2025-03-24,Strategy|Indie|Action|Simulation,Singleplayer|Экшен|Steam Achievements|Multiplayer|Steam Cloud|Для нескольких игроков|Co-op|Открытый мир|Open World|Стратегия|cooperative|Шутер|От первого лица|First-Person|FPS|Шутер от первого лица|Симулятор|Online Co-Op|Stealth|Стелс|Action-Adventure|Ранний доступ|Early Access|Кастомизация персонажа|Приключенческий экшен|Character Customization|Crafting|Крафтинг|Строительство|Building|Менеджмент|Crime|Криминал|Management|Строительство базы|Driving|Вождение|Base Building|Family Sharing|Automation|Автоматизация,3.71,PC,Unknown,,"From small-time dope pusher to kingpin - manufacture and distribute a range of drugs throughout the grungy city of Hyland Point. Expand your empire with properties, businesses, employees and more.",Schedule I,74.2,Sports/Racing Game,rawg,schedule i,
998671,shinobi-art-of-vengeance,Shinobi: Art of Vengeance,2025-08-29,Platformer|Action,Singleplayer|Для одного игрока|Экшен|Steam Achievements|Full controller support|Steam Cloud|2D|Платформер|Ретро|Аркада|Retro|Слэшер|Hack and Slash|Вид сбоку|Side Scroller|Steam Trading Cards|Metroidvania|Метроидвания|Рисованная графика|Hand-drawn|Family Sharing|Ниндзя|Ninja|2D Platformer|2D-платформер|Custom Volume Controls|Playable without Timed Input|Adjustable Difficulty|Color Alternatives|Keyboard Only Option,3.67,PC|PlayStation 5|Xbox One|PlayStation 4|Xbox Series S/X|Nintendo Switch,Unknown,,"The iconic SHINOBI returns in an all-new 2D action platformer with a unique hand-drawn look created by the team behind the hit brawler Streets of Rage 4.

Play as the legendary Shinobi Joe Musashi, master of the ninja arts. After finding your village burned to the ground and your clan turned into stone, you must set off on a quest for vengeance, ready to face an unparalleled evil and avenge your clan.",Shinobi: Art of Vengeance,73.4,Fighting Game,rawg,shinobi: art of vengeance,
1000248,spilled,Spilled!,2025-03-26,Casual|Indie|Adventure|Simulation,Singleplayer|Для одного игрока|Приключение|Steam Achievements|Инди|Full controller support|Казуальная игра|Симулятор|Пиксельная графика|Pixel Graphics|Для всей семьи|Милая|Цветастая|Family Friendly|Cute|Short|Короткая|3D|Colorful|Расслабляющая|Вид сверху|Top-Down|Relaxing|Стилизация|Linear|Stylized|Линейная|Family Sharing|nature|Природа|Naval|Sailing|Мореплавание|Cozy|Уютная|wholesome|Душевная|Флот,4.29,PC|macOS,Unknown,,"Whale and dolphin conservation x Spilled!
About the GameClean up and relaxSpilled! is a short game in which there are no wrong ways to play. You can finish it in about an hour. Unwind and take as long as you want. Recycle  oil and upgrade your boat  Prepare your boat for the next area!
Explore new areas with bigger oil spills and new types of waste Move through different biomes as you push plastic to the recycling center, extinguish fires, and more. Find and rescue cute animalsThere are 16 animals to be found throughout the game!Key featuresAround 1 hour of playtime. Come back to relax at anytime using the level selector.Clean up, recycle, earn coins and upgrade your boat to tackle the next area.8 areas to move through, each bigger in size, with bigger oil spills and different kinds of waste.Move through different biomes throughout the game.Find and save 16 different animals throughout the game. 👩‍💻 About the developerHey! My name is Lente. I started working on Spilled! At the end of 2022. It is my first commercial release.I paused school and bought my own small boat to live on. Which lowered my cost of living and allowed me to fully focus  on Spilled! for a while.Once my savings ran out, I ran a succesful Kickstarter which has kept me afloat all the way up until release! I am so happy I have been able to follow my dreams. I hope you like Spilled!",Spilled!,85.8,Sim/Strategy Game,rawg,spilled!,
994603,split-fiction,Split Fiction,2025-03-06,Adventure|Action,Экшен|Приключение|Multiplayer|Steam Cloud|Для нескольких игроков|Глубокий сюжет|Co-op|Story Rich|cooperative|От третьего лица|Third Person|Научная фантастика|Sci-fi|Online Co-Op|Фэнтези|Fantasy|Female Protagonist|Split Screen|Локальный мультиплеер|Local Co-Op|Action-Adventure|Local Multiplayer|Приключенческий экшен|Сексуальный контент|Sexual Content|3D-платформер|3D Platformer|Разделение экрана|Протагонистка|Сетевой кооператив|Remote Play Together|LGBTQ+|Political|Политическая|Совместная кампания|Co-op Campaign|Политика|Politics|ЛГБТК+|Локальный кооператив|Succès Steam|Compat. contrôleurs complète|Cartes à échanger Steam|Partage familial|HDR disponible|multijoueur|Coopération en ligne|Coopération|Coop locale et écran partagé|Écran partagé|Multijoueur multiplateforme|Sous-titres disponibles,4.44,PC|PlayStation 5|Xbox Series S/X,Unknown,,"Embrace mind-blowing moments as you’re pulled deep into the many worlds of Split Fiction, a boundary-pushing co-op action adventure from the studio behind 2021 Game of the Year Winner, It Takes Two. Mio and Zoe are contrasting writers – one writes sci-fi and the other writes fantasy – who become trapped in their own stories after being hooked up to a machine designed to steal their creative ideas. They’ll have to rely on each other to break free with their memories in-tact, working together to master a variety of abilities and overcome diverse challenges while jumping between sci-fi and fantasy worlds in this unexpected tale of friendship.

Split Fiction is a unique action-adventure experience that keeps you on the edge of your couch with unexpected moments. One minute you’re taming adorable dragons and the next you’re fighting as cyber ninjas, escaping terrifying trolls, or dodging hover cars thrown by a robotic parking attendant. It’s weird, it’s wild, and it’s designed to be shared.

Grab your co-op partner and get ready to overcome any obstacle thrown your way.",Split Fiction,88.80000000000001,Narrative,rawg,split fiction,
1010719,strange-antiquities,Strange Antiquities,2025-09-16,Casual|Indie|Adventure|Simulation,Singleplayer|Приключение|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Глубокий сюжет|Story Rich|Казуальная игра|2D|Симулятор|Головоломка|Exploration|Мрачная|Dark|Point & Click|Решения с последствиями|Тайна|Mystery|Choices Matter|Расслабляющая|Multiple Endings|Steam Trading Cards|Атмосферная|Relaxing|Detective|Детектив|Исследования|Lore-Rich|Проработанная вселенная|Лавкрафт|Family Sharing|Lovecraftian|Несколько концовок|Investigation|cats|Расследования|Котики|Cozy|Уютная|Custom Volume Controls|Playable without Timed Input|Camera Comfort|Color Alternatives|Adjustable Text Size|Save Anytime|Mouse Only Option|Touch Only Option,4.17,PC,Unknown,,"Dear Applicant,I am pleased to offer you the role of Apprentice Thaumaturge at Strange Antiquities.You show promise – a sharp mind and a strong stomach – exactly what this work demands. I need you to run the shop while I attend to other pressing matters. You will need a keen eye for detail as you provide the townsfolk of Undermere with occult objects for their arcane needs.Undermere might seem unassuming at first – a serene little town on the edge of a grand lake. But it also sits at the edge of our world and the world beyond – and it falls on us to preserve reality’s frayed edge.Permit me now to outline your duties – you’ll need to be up to speed from day one.Every day, you will welcome new customers into the cosy, candle-lit interior of the shop. Their needs are unpredictable and often alarming, but never dull!Study and Identify: Examine, identify and catalogue strange artefacts. Observation, deduction, and careful reference to our collection of illustrated tomes will serve you well. Mistakes can be… costly.Help… Or Hinder: When dealing with powerful items, your choices matter. Will you help someone with their problem, or curse them with a horrid affliction? In a small town like this, people remember your misdeeds.Explore and Discover: From time to time, you will have to leave the safety of the shop. Whether investigating rumours or retrieving artefacts, my well-loved hand-drawn maps will guide you to where you need to go.Solve and Uncover: Your day-to-day might already feel like a puzzle, but this store holds many more. Few know how old this building is, and fewer still know what secrets lie within its walls.Tending the Familiar: And, of course, Jupiter, the shop’s cat, demands daily affection. In return for his company, please oblige him with the occasional scratch behind the ears.These ravens are an omen. There is a sickness in this town and I intend to investigate it.Barton Potter told me that his bad eye has been aching again. That can’t be a good sign. And a creeping dark has set up in Jack Hungerford’s house. I have business in Ravenglass but I will consult with the occult scholar, Verona Green, before I leave.There are always forces at play that would see our beloved Undermere unmade. We stand between them and the threshold. If events take a turn, you may be called upon to take a stand.This shop is my life’s work. And, for the most part, it has been good to me. May it now offer you equal parts reward and mystery! But remember: some curiosities are best left untouched, and some visitors are not what they seem.I look forward to your arrival.Yours,Eli WhiteThaumaturge & ProprietorStrange Antiquities, UndermerePurveyors of the Arcane since 1683We are two brothers from the UK who have been making games together for over a decade. In 2022, we released our occult puzzle game Strange Horticulture, and the response has been incredible; from amazing reviews and award nominations to appearing in numerous best-of-the-year lists. Most importantly, it has been a joy to read the kind words left by so many of our players on Steam, where we are still rated Overwhelmingly Positive after close to 12,000 reviews!Strange Antiquities is not a sequel, not a direct one, at least. You’ll see some familiar faces, and maybe some plants will pop up, but it’s a brand new story. If you have a fondness for Strange Horticulture and the dark, but welcoming world we’ve created, know that you’ll feel right at home.
We want to thank everyone who has played Strange Horticulture, left us a review, told their friends, or supported the game in any way. It has been an amazing journey and we can't wait to share the next chapter with you.Many thanks,Rob & JohnPlease wishlist and follow Strange Antiquities to stay up-to-date with the development and help us spread the word.",Strange Antiquities,83.4,Mobile Game,rawg,strange antiquities,
998492,system-shock-2-25th-anniversary-remaster,System Shock 2: 25th Anniversary Remaster,2025-06-25,Adventure|Action|RPG,Singleplayer|Для одного игрока|Экшен|Приключение|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|Для нескольких игроков|Глубокий сюжет|RPG|Co-op|Ролевая игра|Story Rich|Шутер|От первого лица|First-Person|Научная фантастика|Sci-fi|Horror|FPS|Шутер от первого лица|Online Co-Op|Action-Adventure|Action RPG|Ролевой экшен|Controller|Мрачная|Dark|Cross-Platform Multiplayer|Приключенческий экшен|Captions available|3D|Киберпанк|Cyberpunk|Story|Metroidvania|Метроидвания|Атмосферная|Robots|achievements|Destruction|Family Sharing|Immersive Sim|Сетевой кооператив|Mod|Иммерсивный симулятор|ship|LAN Co-op|characters|rogue,4.62,PC,Mature,,"Accolades
About the GameSystem Shock® 2: 25th Anniversary Remaster by Nightdive Studios brings to you the modernized remaster of the FPS/RPG classic, featuring Cross-Play Co-Op multiplayer, Mod Support and more.It’s the year 2114 and as you awake from cryo sleep on the FTL ship Von Braun, you are unable to remember who or where you are… and something has gone terribly wrong. Hybrid mutants and deadly robots roam the halls while the cries from the remaining crew reverberate through the cold hull of the ship. SHODAN, a rogue AI bent on the destruction of mankind has taken over and it's up to you to stop her.Delve through the corridors of the derelict ship Von Braun and immerse yourself in the story rich atmosphere and environments. Explore deck by deck and unravel the horrifying fate of the Von Braun and her crew.Cross-Play Co-Op multiplayer.Choose from 3 branches of the Military; O.S.A, Marines or Navy and experiment with different play styles.Additional Mod SupportUp to 144FPS performance with ultra-widescreen support.50 Achievements to unlock.Enhanced Characters, Weapon Models and Animations.Optimized Controller support.Quality of Life Improvements.",System Shock 2: 25th Anniversary Remaster,92.4,Mobile Game,rawg,system shock 2: 25th anniversary remaster,
836440,tempest-rising,Tempest Rising,2025-04-17,Strategy|Action,Singleplayer|Для одного игрока|Экшен|Steam Achievements|Multiplayer|Steam Cloud|Для нескольких игроков|Отличный саундтрек|Great Soundtrack|Стратегия|PvP|Игрок против игрока|War|Война|3D|Cinematic|Futuristic|Изометрия|Isometric|Стратегия в реальном времени|Военные действия|RTS|Будущее|Military|Вид сверху|Online PvP|Кинематографичная|Top-Down|Steam Trading Cards|Строительство базы|Base Building|Family Sharing|В реальном времени|Real-Time|Modern|Современность|FMV|Военные конфликты|Wargame|Action RTS|Экшен-RTS|FMV-игра,4.18,PC,Unknown,,"Classic RTS action meets modern production and performance in Tempest Rising. Inspired by RTS greats of the 90s and 2000s, Tempest Rising is a classic, base-building real time strategy game set in a modern day alternative history war scenario. It features 3 unique factions, each with its own approach to combat and economy and offering a variety of strategies for players of all stripes, maps with neutral structures to contest and neutral populations to contend with, deep and rewarding gameplay that keeps a focus on strategy while rewarding skill, and built-in customization options that allow players to approach the game their way in both single player and multiplayer game modes.

Take on the role of Commander in the highly mobile and advanced peacekeeping corps of the Global Defense Forces or the hard-hitting and desperate Tempest Dynasty in 2 15-mission campaigns that allow the player to customize their army for each mission, as both armies seek to understand and control the mysterious but beneficial Tempest vines that grow unchecked across the war-torn planet Earth. Other dangers wait in the shadows, as the origin of the Tempest is revealed...
Features
Classic RTS base building with fast and fluid hard-hitting combat.
3 asymmetrical playable factions, each featuring distinct economy and play styles.
Each faction offers a unique roster of units.
2 epic single player campaigns with between-mission cutscenes.
Skirmish, custom games, and ranked multiplayer matchmaking with Elo rating.",Tempest Rising,83.6,Mobile Game,rawg,tempest rising,
801122,the-alters,The Alters,2025-06-13,Adventure,Singleplayer|Для одного игрока|Экшен|Приключение|Steam Achievements|Full controller support|Steam Cloud|Стратегия|От третьего лица|Third Person|Научная фантастика|Sci-fi|Exploration|Выживание|Survival|Action-Adventure|Space|Космос|Приключенческий экшен|War|3D|Crafting|Крафтинг|Futuristic|Будущее|Менеджмент|Story|Steam Trading Cards|Management|Remake|Строительство базы|Исследования|Base Building|Управление ресурсами|Resource Management|Family Sharing|Психологическая|Psychological|Science|Наука|death|Философская|Тайм-менеджмент|planet|Time Management|philosophical|Stereo Sound|Custom Volume Controls|Surround Sound|Playable without Timed Input|Camera Comfort|mine|Adjustable Difficulty|choices|Subtitle Options|choice|Adjustable Text Size|spirit|board|philosophy,4.35,PC|PlayStation 5|Xbox Series S/X,Unknown,,"Man cannot remake himself without suffering, for he is both the marble and the sculptor - Alexis Carrel
This is the story of Jan Dolski, a simple worker facing circumstances that lead him to a life-changing crossroads. Crash landing on a distant planet, stranded and alone, Jan finds himself in a daunting life and death situation. His only hope for survival is to bring helping hands on board. Not yet understanding the weight of his choice, Jan must create alternate versions of himself if he is to forge ahead: the alters.
The Alters is a game about life-changing moments. Those binary decisions that happen in nanoseconds, but have influence over your entire life. It is about looking into yourself, into your past, and discovering that you are who you are as a sum of those numerous choices. And when you do that a fundamental question arises: WHAT IF…?
What If I altered my life? What if I took a different path? Who would I be? What would I say to a different me? What could I learn if I talked to my altered selves? What if I talk to my many selves at once?! What if…?
Forged in the spirit of meaningful entertainment: a unique philosophy of creation by the award-winning team, the makers of This War of Mine and Frostpunk.",The Alters,87.0,Narrative,rawg,the alters,
385420,the-drifter,The Drifter,2025-07-17,Indie|Adventure,Singleplayer|Приключение|Инди|Full controller support|Atmospheric|Атмосфера|Отличный саундтрек|Great Soundtrack|Глубокий сюжет|Story Rich|Horror|Насилие|Violent|Мрачная|Dark|Point & Click|Тайна|Mystery|Быстрая|Fast-Paced|Триллер|Thriller|Modern|Современность,4.3,PC|macOS|Linux,Unknown,,"FEATURES A Pulp Adventure Thriller from the minds that brought you Crawl and Peridium
An engrossing roller-coaster of a story -  Drawing on King, Crichton and Carpenter, with a dash of 70s Ozploitation.
Point 'N Click or Controller - Featuring unique LOOK-360™* technology (*not actually a trademark)
Brooding dark-synth cinematic score
Fully voiced -  Featuring the vocal stylings of Adrian ""YeOldShimpEyes"" Vaughan and many othersSYNOPSISMick Carter's been drifting a while now - never staying one place long, moving from job to job.  Forced to return to his old home town, he witnesses a violent murder, is pursued by mysterious armed men, and killed.
And that's just the start of Mick's problems.
His consciousness ripped away, thrust back into his own body seconds before his death...
Framed for the murder he witnessed, tormented by his own past, and haunted by a feeling that something followed him back from the other side...
Follow Mick as he's sucked headfirst into a mad web of shadowy corporations, murder, and the thousand year obsession of a madman.GAMEPLAYThe Drifter is a 2d point and click adventure in the classic style. Taking cues from the recent revival of the genre there is an emphasis on story, with puzzle solving being the glue that ties it together rather than the focus. Mick's a pretty practical guy, and so puzzles are down-to-earth, designed to be unobtrusive, and give an investigative feel.  We're keeping the pacing is quick and lean, you'll never be wandering around lost for long periods - Mick is propelled through the story at a good clip, from one situation to another, with barely a moment to catch his breath.",The Drifter,86.0,Independent Game,rawg,the drifter,
1001843,the-elder-scrolls-iv-oblivion-remastered,The Elder Scrolls IV: Oblivion Remastered,2025-04-22,Adventure|Action|RPG,Singleplayer|Для одного игрока|Приключение|Steam Achievements|Steam Cloud|Atmospheric|Отличный саундтрек|Great Soundtrack|Глубокий сюжет|RPG|Ролевая игра|Story Rich|Открытый мир|Open World|От первого лица|First-Person|От третьего лица|Third Person|Partial Controller Support|Фэнтези|Fantasy|Gore|Exploration|Насилие|Violent|Action-Adventure|Action RPG|Ролевой экшен|Кастомизация персонажа|Приключенческий экшен|Character Customization|Сексуальный контент|Sexual Content|Steam Trading Cards|Атмосферная|Исследования|Family Sharing|LGBTQ+|Political|Политическая|Политика|Politics|ЛГБТК+|Сцены жестокости,3.98,PC|PlayStation 5|Xbox Series S/X,Mature,,"The Elder Scrolls IV: Oblivion™ Remastered modernizes the 2006 Game of the Year with all new stunning visuals and refined gameplay. Explore the vast landscape of Cyrodiil like never before and stop the forces of Oblivion from overtaking the land in one of the greatest RPGs ever from the award-winning Bethesda Game Studios.

Rediscover Cyrodiil

Journey through the rich world of Tamriel and battle across the planes of Oblivion where handcrafted details have been meticulously recreated to ensure each moment of exploration is awe-inspiring.

Navigate Your Own Story

From the noble warrior to the sinister assassin, wizened sorcerer, or scrappy blacksmith, forge your path and play the way you want.

Experience an Epic Adventure

Step inside a universe bursting with captivating stories and encounter an unforgettable cast of characters. Master swordcraft and wield powerful magic as you fight to save Tamriel from the Daedric invasion.

The Complete Story

Experience everything Oblivion has to offer with previously released story expansions Shivering Isles, Knights of the Nine, and additional downloadable content included in The Elder Scrolls IV: Oblivion Remastered.",The Elder Scrolls IV: Oblivion Remastered,79.6,Mobile Game,rawg,the elder scrolls iv: oblivion remastered,
997768,the-midnight-walk,The Midnight Walk,2025-05-08,Indie|Adventure,Singleplayer|Для одного игрока|Приключение|Steam Achievements|Full controller support|Atmospheric|Глубокий сюжет|Story Rich|От первого лица|First-Person|Horror|Головоломка|Фэнтези|Fantasy|Exploration|Stealth|Стелс|Action-Adventure|Контроллер|Controller|Мрачная|Dark|Приключенческий экшен|Тёмное фэнтези|Dark Fantasy|Cinematic|VR|Кинематографичная|Атмосферная|Рисованная графика|Исследования|Эмоциональная|Hand-drawn|Narration|Lore-Rich|Проработанная вселенная|Emotional|Family Sharing|Повествовательная|VR Supported,4.3,PC,Unknown,,"Embark upon The Midnight Walk in this reverent dark fantasy adventure built in clay, from the minds behind Lost in Random and Fe.  Become The Burnt One, befriend a lost lantern creature named Potboy, and use his flame to light your way through a conflicting world of wonder and suspense. Survive and outsmart the many monsters eager to devour your little friend’s flame as you experience five tales of fire and darkness, featuring an incredible cast of odd characters. Marvel at every disturbing detail in a landscape painstakingly handcrafted with real life clay and animated in a stop motion style. Fully playable in both flatscreen and with a VR headset.AN UNFORGETTABLE JOURNEY OF LIGHT AND DARKJourney with Potboy along the twisted trail of The Midnight Walk. Work with your companion to outsmart monsters, using his flame to distract while you hide from and evade the many threats of The Dark Itself. Encounter new friends and experience awe-inspiring sights as you navigate a path fraught with both peril and affirmation.A GRIM AND BEAUTIFUL HANDCRAFTED WORLDEverything you see in The Midnight Walk, from the drooling snarl of monsters to the bristling tree tops that line the journey was first sculpted in clay and then 3D scanned to a meticulous level of detail. The result is a uniquely layered fantasy world with an artistic imprint, all realized in breathtaking stop motion. Grab a gamepad and jump into the unknown, or step into the endless night in VR.",The Midnight Walk,86.0,Independent Game,rawg,the midnight walk,
