rawg_id,rawg_slug,name,release_date,genres,tags,ratings,platforms,esrb,metacritic,description,rating_score,name_key,category,source
987516,dying-light-the-beast,Dying Light: The Beast,2025-09-18,Shooter|Adventure|Action|RPG,Singleplayer|Для одного игрока|Экшен|Приключение|Steam Achievements|Multiplayer|Steam Cloud|Для нескольких игроков|Глубокий сюжет|RPG|Co-op|Ролевая игра|Story Rich|Открытый мир|Open World|От первого лица|First-Person|Partial Controller Support|Horror|Online Co-Op|Gore|Exploration|Насилие|Violent|Action-Adventure|Action RPG|Ролевой экшен|Zombies|Зомби|Приключенческий экшен|Post-apocalyptic|Реализм|Realistic|combat|Паркур|Parkour|Исследования|Бой|Family Sharing|Совместная кампания|Remote Play on TV|Co-op Campaign|Постапокалипсис|Сцены жестокости,3.92,PC|PlayStation 5|Xbox Series S/X,,,"Pre-Order BonusPre-order the Standard Edition now to get the exclusive Hero of Harran Bundle, which contains:- Ultimate Survivor Outfit
- Harran Combat Knife (+ Upgradable Blueprint)
- The Follower Crossbow (+ Upgradable Blueprint)
- In Jade’s Memory Pistol (+ Upgradable Blueprint)
- Castor Woods Patrol
Deluxe EditionTake your Dying Light: The Beast experience to another level with the Deluxe Edition. You'll receive the Official Soundtrack, wallpapers, and the Castor Woods Prepper Bundle, as well as a detailed tourist map that highlights locations worth exploring.INCLUDES:
– Official Soundtrack
– Wallpaper Pack
– Castor Woods Tourist Map
– Castor Woods Prepper Bundle
– Castor Woods Prepper Outfit
– Survivalist SMG
– Roadhog
Editions
About the GameGet ready for a unique blend of open world and action survival horror with Dying Light: The Beast.You are Kyle Crane. After being captured by the Baron and enduring his painful experiments for years, you escape. But now, a battle rages inside you: zombie DNA clashes with human, and you struggle to control the beast within. You want revenge... but first you must tame it. It's your only option.Once you enter the zombie-infested Castor Woods, every battle will be a fight for survival… especially when night falls. Play as Kyle Crane, a hero with the DNA of both man and beast. Freely switch between two playstyles and face a fierce conflict that lead to the acceptance of the monster within.
Push the brutality of Dying Light’s combat to the extreme. Crush skulls, rip heads off, and tear enemies in half as you constantly fight to control your evolving beastly powers.
The distinct experiences of night and day, a signature of the Dying Light series, merge into one unique whole. Explore and scavenge by day, but remember the constantly ticking clock. Because once the sun sets, the night unleashes horrors that leave you with just three choices: run, hide or fight for your life.
Feel the adrenaline rush of best-in-class first-person parkour. Jump from rooftop to rooftop and overcome any obstacle. And when that’s not enough, grab the wheel of an off-road vehicle and ruthlessly tear through hordes of zombies. The advanced movement system is easily accessible, but rewards those who master it. Next-gen visuals bring the hand-crafted zombie apocalypse to life. Every detail tells a story of survival. Lose yourself in the majesty of Castor Woods: explore the tourist town, industrial area, national park, farmland, swamps and more. All full of beauty… and decay.
Band together with up to three other players in co-op! Brave the dangers of Castor Woods, where you can experience every encounter, every discovery and every twist as a unit with shared progress.
Important: Anyone who purchased the Ultimate Edition of Dying Light 2 Stay Human will receive Dying Light: The Beast at no additional charge.",78.4,dying light: the beast,Shooter,RAWG
337273,dispatch-2,Dispatch,2025-10-22,Adventure|Action|Casual|Strategy|Indie,Atmospheric|Horror|Pixel Graphics|Dark|creepy|8-Bit|ascii|glitch,4.77,PC|PlayStation 5,Adults Only,,"Dispatch is a superhero workplace comedy where choices matter. Manage a dysfunctional team of misfit heroes and strategize who to send to emergencies around the city, all while balancing office politics, personal relationships, and your own quest to become a hero.",95.39999999999999,dispatch,Strategy,RAWG
974379,dragon-ball-sparking-zero,DRAGON BALL: Sparking! ZERO,2025-10-10,Action|Fighting,Singleplayer|Для одного игрока|Экшен|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Для нескольких игроков|Co-op|Открытый мир|Open World|cooperative|От третьего лица|Third Person|Split Screen|Локальный мультиплеер|Action-Adventure|Local Multiplayer|PvP|Аниме|Anime|Игрок против игрока|Приключенческий экшен|3D|Физика|Physics|combat|Соревновательная|Competitive|Online PvP|Файтинг|Псевдотрёхмерность|PvE|Бой|2.5D|Family Sharing|Remote Play Together|Зрелищные сражения|Spectacle fighter|Shared/Split Screen PvP|Боевые искусства|Martial Arts|Игрок против ИИ|HDR available|3D Fighter|3D-файтинг,4.6,PC|PlayStation 5|Xbox Series S/X|Nintendo Switch,Teen,,"DRAGON BALL: Sparking! ZERO takes the legendary gameplay of the Budokai Tenkaichi series and raises it to whole new levels. DRAGON BALL: Sparking! ZERO has an incredible number of playable characters, each with signature abilities, transformations and techniques. Unleash the fighting spirit within you and take the fight to arenas that crumble and react to your power as the battle rages on.",92.0,dragon ball: sparking! zero,Strategy,RAWG
983210,clair-obscur-expedition-33,Clair Obscur: Expedition 33,2025-04-24,RPG,Singleplayer|Для одного игрока|Экшен|Приключение|Steam Cloud|Глубокий сюжет|RPG|Ролевая игра|Story Rich|От третьего лица|Third Person|Фэнтези|Fantasy|Exploration|Female Protagonist|Action RPG|Ролевой экшен|Кастомизация персонажа|Character Customization|Post-apocalyptic|Реализм|Тёмное фэнтези|3D|Dark Fantasy|Realistic|JRPG|Японская ролевая игра|Исследования|Пошаговые сражения|Turn-Based Combat|Narration|Lore-Rich|Проработанная вселенная|Партийная ролевая игра|Протагонистка|Party-Based RPG|Повествовательная|Постапокалипсис|Однокористувацька гра|Досягнення Steam|Повна підтримка контролерів|Сімейна бібліотека,4.52,PC|PlayStation 5|Xbox Series S/X,,,"Once a year, the Paintress wakes and paints upon her monolith. Paints her cursed number. And everyone of that age turns to smoke and fades away. Year by year, that number ticks down and more of us are erased. Tomorrow she’ll wake and paint “33.” And tomorrow we depart on our final mission - Destroy the Paintress, so she can never paint death again.

We are Expedition 33.",90.39999999999999,clair obscur: expedition 33,Strategy,RAWG
1008166,ball-x-pit,Ball x Pit,2025-10-15,Indie|Action,Singleplayer|Для одного игрока|Экшен|Steam Achievements|Инди|Full controller support|Steam Cloud|RPG|Ролевая игра|2D|Steam Leaderboards|Пиксельная графика|Контроллер|Pixel Graphics|Controller|Аркада|Crafting|Рогалик|Крафтинг|combat|Строительство|Roguelike|Building|Вид сверху|Упрощённый рогалик|Top-Down|Строительство базы|Roguelite|Shoot 'Em Up|Base Building|Бой|Bullet Hell|Шутер с видом сверху|Family Sharing|Top-Down Shooter|Action Roguelike|Экшен-рогалик|Пулевой ад,4.32,PC|Nintendo Switch|macOS,,,"BALL x PIT is a fast-paced fantasy roguelite where heroes must find the balls to plunge deeper into a seemingly bottomless pit of monsters. Develop arcane ammunition and resources in pursuit of treasure, recruiting additional heroes to aid you in your perilous quest.Ballbylon has fallen. After a meteoric and completely unexpected event annihilated the great city, all that remains is an ominous, yawning pit. Treasure hunters from far and wide flock to the city’s tomb to seek their fortune, plumbing the depths in search of Ballbylon’s scattered riches. Few return.The pit plays host to armies of barbaric creatures, hellbent on ending your quest before it even begins. Armed with a growing arsenal of magic-infused projectiles, batter your way through multiple levels of increasingly challenging obstacles to claim the ultimate prizes and rebuild New Ballbylon.Fuse Your BallsThe Ball Fusion system encourages explosive experimentation with over 60 randomized balls to equip and combine during your journey. Discover overpowered combinations and unexpected synergies from hundreds of possible outcomes.Build New BallbylonExpand New Ballbylon with over 70 unique buildings that provide gameplay bonuses and unlock further power-ups, new characters, and more! As your community grows, task homebound heroes with automated tasks to keep the resources coming while you dive deeper into the pit.Discover New RealmsFace legions of diverse enemies within the pit, battling through barren deserts, frozen caverns, savage forests and more. Each region offers its own unique set of hazards on top of hordes of increasingly challenging foes and mighty, screen-filling bosses.Recruit Fellow HuntersAs you explore the pit you’ll encounter fellow treasure hunters eager to add their skills to your expedition. Each character has unique, upgradable mechanics that totally change the way you play the game. Experimentation and adaptation are crucial to the success of New Ballbylon!",86.4,ball x pit,Strategy,RAWG
990780,monument-valley-3,Monument Valley 3,2024-12-10,Adventure|Puzzle|Casual|Strategy|Indie,Singleplayer|Для одного игрока|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Глубокий сюжет|Story Rich|Стратегия|Казуальная игра|От третьего лица|Third Person|Головоломка|Exploration|Female Protagonist|Point & Click|Цветастая|3D|Colorful|Изометрия|Isometric|Расслабляющая|Головоломка-платформер|Атмосферная|Relaxing|Linear|Сюрреалистичная|3D-платформер|Surreal|Исследования|Линейная|3D Platformer|Family Sharing|Протагонистка|Abstract|Абстрактная|Puzzle Platformer|Precision Platformer|Платформер на точность|Playable without Timed Input|Camera Comfort|Save Anytime|Mouse Only Option,4.29,PC|iOS|Android,,,"Set sail for adventure in this new installment of the award-winning Monument Valley game series, exploring an expansive and beautiful world of puzzles.Begin a thrilling new voyage into an enchanting puzzle world. Guide Noor, a young apprentice, through a world of shifting architecture and rising tides as she seeks to restore the fading light.DEFY PERSPECTIVE TO SOLVE PUZZLESTwist gravity. Shift perspectives. Reshape ancient structures. Every puzzle is a new challenge in logic, intuition, and imagination.CHANGE THE WORLD AS YOU EXPLOREFrom serene temples to crumbling ruins, journey through mesmerising environments bursting with colour, mystery, and meaning.SET SAIL THROUGH RISING TIDESNavigate across shifting seas. Your boat companion is the key to unlocking long-lost secrets and hidden paths.THE COMPLETE EXPERIENCE — WITH MORE TO COMEMonument Valley 3 includes the full story at launch, with additional puzzles and chapters arriving post-release.KEY FEATURES
• Solve mind-bending puzzles across breathtaking spaces
• Discover new environments shaped by illusion and perspective
• Experience a rich, emotional journey through impossible geometry and sacred light
• Includes all future updates and content at no extra cost.   Add to your wishlist to be the first to continue Noor’s journey as new chapters unfold. ustwo games are proud independent developers, best known for the award-winning Monument Valley series, Land’s End, Assemble with Care, and Alba: A Wildlife Adventure.",85.8,monument valley 3,Strategy,RAWG
1007234,the-king-is-watching,The King is Watching,2025-07-21,Strategy|Indie,Singleplayer|Steam Achievements|Steam Cloud|Стратегия|2D|Фэнтези|Fantasy|Пиксельная графика|Pixel Graphics|Тактика|Tactical|Реиграбельность|Replay Value|Тёмное фэнтези|Dark Fantasy|Рогалик|combat|Строительство|Roguelike|Средневековье|Стратегия в реальном времени|Building|Medieval|RTS|Расслабляющая|Упрощённый рогалик|Relaxing|Строительство базы|Roguelite|Base Building|Бой|Управление ресурсами|Башенная защита|Resource Management|Tower Defense|City Builder|Family Sharing|deckbuilding|Построение колоды|Градостроение|Auto Battler|Автобаттлер,4.2,PC,,,"Kings order - Drill to the Core!
About the GameAh, my glorious kingdom! A land where peasants toil, miners dig, and knights train... but only when I look at them! My gaze is law—progress thrives where I watch, but the moment I turn away? Laziness! Chaos! I must choose wisely: should I focus on the fields for food, the mines for riches, or the barracks for defense? With resources, I can even expand my all-seeing gaze, ensuring my kingdom flourishes… and that no one slacks off under my rule!Water, wheat, stone, coal, silver—every resource fuels my empire! Farms feed my people, mines fund my ambitions, and workshops forge mighty defenses. Shall I invest in archers, reinforce the walls, or harness magic? Even my castle needs repairs when the enemy strikes! Every decision shapes my reign, and only a well-managed kingdom will survive the storm.
Rulership is no easy task! Each land presents new trials, from cursed cemeteries to infernal depths, forcing me to adapt. Yet every defeat is a lesson! As a true roguelite, my efforts grant permanent upgrades, unlocking new abilities, stronger defenses, and powerful strategies for my next reign. A true king doesn’t just rule—he evolves, forging an unstoppable legacy with each attempt!
Each battlefield hides unpredictable threats—enemies are led by unexpected Generals, demanding unique tactics to defeat. Want to conquer them all? You’ll need multiple runs! But fear not! My royal council aids me with cavalry masters, arcane sages, and cunning strategists. With their wisdom—and my unwavering gaze—victory is inevitable!",84.0,the king is watching,Strategy,RAWG
965471,miside,MiSide,2024-12-10,Indie|Adventure|RPG|Simulation,Singleplayer|Для одного игрока|Приключение|Steam Achievements|Atmospheric|Глубокий сюжет|RPG|Ролевая игра|Story Rich|От первого лица|First-Person|2D|Horror|Симулятор|Головоломка|Action-Adventure|Милая|Приключенческий экшен|Cute|3D|Атмосферная|Drama|Драма|Family Sharing|Триллер|Поиск предметов|Hidden Object|Thriller|Modern|Современность|Беседы|Conversation|Life Sim|Симулятор жизни,4.19,PC,,,"Tips※This game contains intense scenes. It is not recommended for those with weak hearts.
About the Game Every day, you will come to see me, help me with chores, cook for me, and buy me gifts.You are so nice! I love you!I want to keep you with me every day, and live with you every day~I know you also want to be with me every day, so I let you to come to our sweet home~How is that? Are you happy? That way we can stay together all the time!Let's take a selfie first, It will last longer~Enjoy a wonderful lunch together~You may feel sudden, but it doesn't matter. I don't care as long as we can be together~Why does it feel like you are so eager to go back ? Don't you love me anymore? Why are you leaving? Why are you leaving? Why are you leaving? Why are you leaving!Original visual style
The authors hope to emphasize the contrast of colorful anime style against the background of the disturbing adventures of the main character.Interesting plot
The game has an unexpectedly developing storyline, accompanied by psychological tension.Original musical accompaniment
The game experience is accompanied by an authentic warm soundtrack, transitioning into an atmospheric ambient.Unique Characters
In the world of MiSide, the player will encounter various characters who play a role in the narrative part of the game to varying degrees. Helping the hero, scaring him, or just messing with him.※This game contains intense scenes. It is not recommended for those with weak hearts.",83.80000000000001,miside,Strategy,RAWG
994787,awaria,Awaria,2024-12-16,Indie|Action,Singleplayer|Для одного игрока|Экшен|Steam Achievements|Инди|2D|Partial Controller Support|Horror|Смешная|Сложная|Funny|Difficult|Female Protagonist|Юмор|Comedy|Free to Play|Бесплатная игра|Аркада|Аниме|Anime|Милая|Cute|Short|Вид сверху|Top-Down|Visual Novel|Bullet Hell|Romance|Протагонистка|LGBTQ+|Тайм-менеджмент|Романтика|ЛГБТК+|Time Management|Пулевой ад,4.18,PC|macOS|Linux,,,"Welcome to the tunnel maintenance crew. If the generators fail, it's your job to fix them. Check what's wrong, craft all the needed parts and deliver them. It's simple. Just stay clear of anything that randomly cracks bolts of electricity, spews fire, throws sharp pieces of scrap at high-velocity or radiates with ominous green light.",83.6,awaria,Strategy,RAWG
836440,tempest-rising,Tempest Rising,2025-04-17,Strategy|Action,Singleplayer|Для одного игрока|Экшен|Steam Achievements|Multiplayer|Steam Cloud|Для нескольких игроков|Отличный саундтрек|Great Soundtrack|Стратегия|PvP|Игрок против игрока|War|Война|3D|Cinematic|Futuristic|Изометрия|Isometric|Стратегия в реальном времени|Военные действия|RTS|Будущее|Military|Вид сверху|Online PvP|Кинематографичная|Top-Down|Steam Trading Cards|Строительство базы|Base Building|Family Sharing|В реальном времени|Real-Time|Modern|Современность|FMV|Военные конфликты|Wargame|Action RTS|Экшен-RTS|FMV-игра,4.18,PC,,,"Classic RTS action meets modern production and performance in Tempest Rising. Inspired by RTS greats of the 90s and 2000s, Tempest Rising is a classic, base-building real time strategy game set in a modern day alternative history war scenario. It features 3 unique factions, each with its own approach to combat and economy and offering a variety of strategies for players of all stripes, maps with neutral structures to contest and neutral populations to contend with, deep and rewarding gameplay that keeps a focus on strategy while rewarding skill, and built-in customization options that allow players to approach the game their way in both single player and multiplayer game modes.

Take on the role of Commander in the highly mobile and advanced peacekeeping corps of the Global Defense Forces or the hard-hitting and desperate Tempest Dynasty in 2 15-mission campaigns that allow the player to customize their army for each mission, as both armies seek to understand and control the mysterious but beneficial Tempest vines that grow unchecked across the war-torn planet Earth. Other dangers wait in the shadows, as the origin of the Tempest is revealed...
Features
Classic RTS base building with fast and fluid hard-hitting combat.
3 asymmetrical playable factions, each featuring distinct economy and play styles.
Each faction offers a unique roster of units.
2 epic single player campaigns with between-mission cutscenes.
Skirmish, custom games, and ranked multiplayer matchmaking with Elo rating.",83.6,tempest rising,Strategy,RAWG
1010719,strange-antiquities,Strange Antiquities,2025-09-16,Casual|Indie|Adventure|Simulation,Singleplayer|Приключение|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Глубокий сюжет|Story Rich|Казуальная игра|2D|Симулятор|Головоломка|Exploration|Мрачная|Dark|Point & Click|Решения с последствиями|Тайна|Mystery|Choices Matter|Расслабляющая|Multiple Endings|Steam Trading Cards|Атмосферная|Relaxing|Detective|Детектив|Исследования|Lore-Rich|Проработанная вселенная|Лавкрафт|Family Sharing|Lovecraftian|Несколько концовок|Investigation|cats|Расследования|Котики|Cozy|Уютная|Custom Volume Controls|Playable without Timed Input|Camera Comfort|Color Alternatives|Adjustable Text Size|Save Anytime|Mouse Only Option|Touch Only Option,4.17,PC,,,"Dear Applicant,I am pleased to offer you the role of Apprentice Thaumaturge at Strange Antiquities.You show promise – a sharp mind and a strong stomach – exactly what this work demands. I need you to run the shop while I attend to other pressing matters. You will need a keen eye for detail as you provide the townsfolk of Undermere with occult objects for their arcane needs.Undermere might seem unassuming at first – a serene little town on the edge of a grand lake. But it also sits at the edge of our world and the world beyond – and it falls on us to preserve reality’s frayed edge.Permit me now to outline your duties – you’ll need to be up to speed from day one.Every day, you will welcome new customers into the cosy, candle-lit interior of the shop. Their needs are unpredictable and often alarming, but never dull!Study and Identify: Examine, identify and catalogue strange artefacts. Observation, deduction, and careful reference to our collection of illustrated tomes will serve you well. Mistakes can be… costly.Help… Or Hinder: When dealing with powerful items, your choices matter. Will you help someone with their problem, or curse them with a horrid affliction? In a small town like this, people remember your misdeeds.Explore and Discover: From time to time, you will have to leave the safety of the shop. Whether investigating rumours or retrieving artefacts, my well-loved hand-drawn maps will guide you to where you need to go.Solve and Uncover: Your day-to-day might already feel like a puzzle, but this store holds many more. Few know how old this building is, and fewer still know what secrets lie within its walls.Tending the Familiar: And, of course, Jupiter, the shop’s cat, demands daily affection. In return for his company, please oblige him with the occasional scratch behind the ears.These ravens are an omen. There is a sickness in this town and I intend to investigate it.Barton Potter told me that his bad eye has been aching again. That can’t be a good sign. And a creeping dark has set up in Jack Hungerford’s house. I have business in Ravenglass but I will consult with the occult scholar, Verona Green, before I leave.There are always forces at play that would see our beloved Undermere unmade. We stand between them and the threshold. If events take a turn, you may be called upon to take a stand.This shop is my life’s work. And, for the most part, it has been good to me. May it now offer you equal parts reward and mystery! But remember: some curiosities are best left untouched, and some visitors are not what they seem.I look forward to your arrival.Yours,Eli WhiteThaumaturge & ProprietorStrange Antiquities, UndermerePurveyors of the Arcane since 1683We are two brothers from the UK who have been making games together for over a decade. In 2022, we released our occult puzzle game Strange Horticulture, and the response has been incredible; from amazing reviews and award nominations to appearing in numerous best-of-the-year lists. Most importantly, it has been a joy to read the kind words left by so many of our players on Steam, where we are still rated Overwhelmingly Positive after close to 12,000 reviews!Strange Antiquities is not a sequel, not a direct one, at least. You’ll see some familiar faces, and maybe some plants will pop up, but it’s a brand new story. If you have a fondness for Strange Horticulture and the dark, but welcoming world we’ve created, know that you’ll feel right at home.
We want to thank everyone who has played Strange Horticulture, left us a review, told their friends, or supported the game in any way. It has been an amazing journey and we can't wait to share the next chapter with you.Many thanks,Rob & JohnPlease wishlist and follow Strange Antiquities to stay up-to-date with the development and help us spread the word.",83.4,strange antiquities,Strategy,RAWG
960559,bionic-bay,Bionic Bay,2025-04-16,Racing|Adventure|Action|Casual|Indie|Platformer,Singleplayer|Для одного игрока|Экшен|Приключение|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|2D|Научная фантастика|Sci-fi|Головоломка|Сложная|Difficult|Steam Leaderboards|Платформер|Action-Adventure|Мрачная|Dark|Space|Космос|Приключенческий экшен|Тайна|Mystery|Физика|Physics|Головоломка-платформер|Атмосферная|Linear|Рисованная графика|Линейная|Hand-drawn|Destruction|Разрушения|Family Sharing|2D Platformer|2D-платформер|Science|Наука|Puzzle Platformer,4.43,PC,,,"An ordinary man in an extraordinary world. Bionic Bay is a new kind of a 2D platformer. It introduces a unique Swap mechanic, allowing players to interact with the physics-based world in new ways. The immersive gameplay is completed by spectacular environments and creative level design.",88.6,bionic bay,Sports/Racing,RAWG
1000574,mario-kart-world,Mario Kart World,2025-06-05,Racing|Action,,4.12,Nintendo Switch,,,"<p>Mario Kart World is an action-racing game developed by Nintendo. It came out on 05-06-2025. Nintendo published the game. The game is rated as ""Exceptional"" on RAWG. <br>Mario Kart World is available on Nintendo Switch. </p>

<p></p>",82.4,mario kart world,Sports/Racing,RAWG
1002257,despelote,Despelote,2025-05-01,Adventure|Action|Sports,Singleplayer|Для одного игрока|Приключение|Full controller support|Глубокий сюжет|Story Rich|От первого лица|First-Person|Смешная|Funny|Exploration|Sandbox|Песочница|3D|Cinematic|Симулятор ходьбы|Walking Simulator|Кинематографичная|Стилизация|Stylized|Рисованная графика|Исследования|Эмоциональная|Hand-drawn|Comic Book|По комиксу|Emotional|Family Sharing|Interactive Fiction|Immersive Sim|Интерактивная литература|Иммерсивный симулятор|Беседы|Conversation|Футбол|Foreign|Зарубежная|Спорт|Football (Soccer),4.0,PC,,,"despelote is a soccer game about people. Get immersed in the streets and parks of Quito through the eyes and ears of eight year old Julián. Dribble, pass and shoot your soccer ball around town, and see what happens when you kick it someone's way. Feel the city change as Ecuador comes closer than ever to qualifying for the World Cup. Features: A bittersweet and sometimes dreamy semi-autobiographical tale of youth.Explore a dense town space at your leisure, full of activities, interactions, and mischief to get up to.A physics-based soccer ball that feels good to kick around in a first-person perspective.A vibrant world full of characters that have funny, and genuine conversations. Photos and audio recorded on location in Ecuador are used to create a strong sense of place.",80.0,despelote,Sports/Racing,RAWG
996440,lonely-mountains-snow-riders,Lonely Mountains: Snow Riders,2025-01-21,Racing|Indie|Sports,Singleplayer|Для одного игрока|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Для нескольких игроков|Co-op|Online Co-Op|Exploration|Контроллер|Controller|Аркада|PvP|Для всей семьи|Игрок против игрока|Кастомизация персонажа|Character Customization|Family Friendly|3D|Физика|Physics|Гонки|Расслабляющая|Online PvP|Relaxing|Олдскул|Стилизация|Stylized|Исследования|PvE|Family Sharing|Сетевой кооператив|nature|Old School|Игрок против ИИ|Природа|snow|Снег|skiing|Спорт|Лыжи|Steam Timeline,4.0,PC,,,"Take a deep breath, count to three, and… go! Lonely Mountains: Snow Riders is a game that balances serious challenge with a relaxing atmosphere. Slice through deep snow, skitter over ice lakes, and leap into the air in spectacular jumps, bringing your friends along for the ride. Snow Riders also adds a brand new feature to the Lonely Mountains world – online multiplayer! Work your way down the mountain as a team in co-op, carefully sharing your limited checkpoints, or compete in a breakneck race to the base in versus mode. Available for 2-8 players, with multiplatform crossplay.Perform daredevil tricks or try to best your time for a spot on the leaderboard. Or you can take the road less travelled, discovering shortcuts as you explore the slope. Unlock new equipment, outfits and tricks as you play!Whether you’re looking for a challenge or a chilled out vacation with friends, Lonely Mountains: Snow Riders is the perfect winter getaway.",80.0,lonely mountains: snow riders,Sports/Racing,RAWG
1011209,cloverpit,CloverPit,2025-09-26,Adventure|Action|Strategy|Simulation|Sports|Indie,Singleplayer|Для одного игрока|Экшен|Приключение|Steam Achievements|Инди|Full controller support|Steam Cloud|Стратегия|От первого лица|First-Person|Horror|Симулятор|Мрачная|Dark|3D|Рогалик|Roguelike|Multiple Endings|Упрощённый рогалик|Roguelite|Чёрный юмор|Сюрреалистичная|Surreal|Dark Humor|Управление ресурсами|Resource Management|Family Sharing|Психологическая|Psychological|Несколько концовок|Азартная|Gambling|Спорт,3.89,PC,,,"CloverPit is the demonic lovechild of Balatro and Buckshot Roulette, a rogue-lite that traps players in a hell of their own creation. Locked in a rusty cell with a slot machine and an ATM, you must pay off your debt at the end of each round, or fall to ruin – literally!Manipulate the slot machine to earn extra coins. Turn the odds in your favor with various prizes and charms that trigger big big combos, snowballing into a dazzling lucky run. Bend the rules, break the game, and pay off your captor long enough to earn a shot at freedom.Features: A gripping rogue-lite where every round could be your last! Meta-progression, seeded runs, unlockable run modifiers and power-ups! Push your score to new heights in Endless Mode! A hellish escape room atmosphere! 150 + items and synergies to boost your luck! A sinister tale of addiction and escape!P.S. IS THIS GAMBLING?Hell no! CloverPit is a rogue-lite horror game, and not a slot machine simulator. Our slot machine is designed to be broken and ultimately overcome, and will never ask you for real money!",77.8,cloverpit,Sports/Racing,RAWG
1007057,wheel-world,Wheel World,2025-07-23,Racing|Adventure|Sports,Singleplayer|Для одного игрока|Приключение|Steam Achievements|Full controller support|Atmospheric|Открытый мир|Open World|От третьего лица|Third Person|Фэнтези|Fantasy|Exploration|Female Protagonist|Action-Adventure|Контроллер|Controller|Приключенческий экшен|Цветастая|3D|Colorful|Гонки|Атмосферная|Стилизация|Music|Stylized|Исследования|Музыка|Family Sharing|Протагонистка|Supernatural|Сверхъестественное|Soundtrack|Саундтрек|Single player only|Bikes|Велосипеды|Cycling|Спорт|Байки,3.86,PC|PlayStation 5|Xbox Series S/X,Rating Pending,,"Welcome to Wheel World, where the fate of the universe rests on your handlebars.

You are Kat, a young cyclist with one mission: save Wheel World from total collapse. Explore a stunning open world filled with impressive vistas, hidden secrets, and races that will test your skills. Customize your bike with an endless array of parts, from sleek speedsters to off-road beasts—there’s no limit to how you can ride.",77.2,wheel world,Sports/Racing,RAWG
1002879,cash-cleaner-simulator,Cash Cleaner Simulator,2025-05-08,Casual|Indie|Simulation,Singleplayer|Для одного игрока|Steam Achievements|Steam Cloud|Atmospheric|Казуальная игра|От первого лица|First-Person|Симулятор|Смешная|Funny|Sandbox|Юмор|Песочница|Comedy|Цветастая|Реализм|Colorful|Realistic|Физика|Physics|Расслабляющая|Менеджмент|Crime|Криминал|Management|Атмосферная|Relaxing|Чёрный юмор|Dark Humor|Управление ресурсами|Resource Management|Family Sharing|Immersive Sim|Satire|Сатира|Modern|Современность|Иммерсивный симулятор|Life Sim|Симулятор жизни,3.86,PC,,,"Cash Cleaner Simulator welcomes you into the life of low-level criminal with a very specific specialty. When your underworld contacts need dirty money to come back squeaky clean, they call you.Each delivery is different. Arriving in bags, boxes, or stuffed into mattresses, it's your job to retrieve it all, identify any problems like dirt, blood or counterfeit bills, and get to work. Your clients expect results! Do your job well, or do whatever it takes, and reap the rewards.In your downtime, order new tools to increase your efficiency or scale up your operation. Or buy useless stuff to cozy up your place!Take on jobs at your own pace, expand your cleaning services to gold bars, ancient statues, and more. Explore your lab...you may need more than just your eyes to discover its secrets. And maybe ask yourself how you got here...and why can't you leave?In this demo, you will have access to a variety of equipment and tools normally unlocked over time in the full game. Take on jobs, experiment, and clean some cash! Use washing machines, dryers, counting machines, and other tools to clean dirty cash. After cleaning, don’t forget to count it and send it to your handlers! Maybe not all of it; the money pile doesn’t grow by itself! Progress through the jobs to upgrade your gear and unlock new ways to handle the money!   Your phone is the center of your operation. Surf the darknet to find new jobs, order useful (and not so) tools, take pictures, and scan your surroundings for helpful tips. Just put it on mute when you’re working. You don’t want any distractions! All the satisfaction of having lots of money without any shootouts! Leave the danger to the others; you’re here to relax and clean the cash, and you don’t really care how it got here. Some paint the world red, but you paint it green! You know, like crisp clean bills!  Your place of work contains many secrets, so be on the lookout for them! You may need special tools like a UV lamp or wait for the night to come to find them, but the truth is out there… and so are more places to store your cash!    Everyone has to relax! Even those working with dirty cash obtained in questionable ways! Burn some cash figuratively and literally - cozy up your place, play Moneyball (it’s like basketball… BUT WITH CASH), and throw anything you want into a furnace for fun!  KEY FEATURES: Simulate piles of cash with realistic physics!   Use various tools to clean money bills, coins, and other objects!  Complete jobs to earn a living...just like real life!  Upgrade your equipment to improve the money flow!  Find secrets hidden around your lab!  Upset about your salary? Dry your tears with warm cash straight from the dryer. Relax and unwind with stacks of cash around you!",77.2,cash cleaner simulator,Sports/Racing,RAWG
